Column1,id,symbol,type,interval,amount,startDate,endDate,Column2,buy,sell,growth/drop,closed,high,low,Volume,RSI,BTC,coin,V-BTC,V-B,V-C,status,sell_zscore
671,cbee6bfe-8d61-11ec-968b-f4d1080d95a2,BNXUSDT,rsi,15m,500,2/14/2022 6:45,2/14/2022 6:45,0,28.3,28.5,0.706713781,TRUE,28.5,28.3,1007.81,22.99708849,0.089222712,-0.706713781,1007.81,-69.88974442,-71.59246287,FALSE,0
668,bb486d2c-8d61-11ec-98a6-f4d1080d95a2,OGUSDT,rsi,15m,500,2/14/2022 6:45,2/14/2022 6:45,0,3.318,3.339,0.632911392,TRUE,3.339,3.306,1657.1,39.07828195,0.089222712,-0.241109102,1657.1,-69.88974442,76.16921127,FALSE,0
670,bfb4f9e2-8d61-11ec-b2d0-f4d1080d95a2,FORTHUSDT,rsi,15m,500,2/14/2022 6:45,2/14/2022 6:45,0,6.91,6.95,0.578871201,TRUE,6.95,6.9,2330.62,46.59903683,0.089222712,0,2330.62,-69.88974442,-2353.142082,FALSE,0
657,a2dc5da9-8d61-11ec-b61e-f4d1080d95a2,INJUSDT,rsi,15m,500,2/14/2022 6:45,2/14/2022 6:45,0,5.927,5.974,0.792981272,TRUE,5.974,5.922,15450.5,45.05744332,0.089222712,-0.033743884,15450.5,-69.88974442,-90.43202485,FALSE,0
659,a3d00ad5-8d61-11ec-bf83-f4d1080d95a2,AVAUSDT,rsi,15m,500,2/14/2022 6:45,2/14/2022 6:45,0,1.579,1.589,0.633312223,TRUE,1.589,1.579,20654.2,55.40173587,0.089222712,0.126662445,20654.2,-69.88974442,-168.7937562,FALSE,0
658,a379c3d5-8d61-11ec-840d-f4d1080d95a2,AUDIOUSDT,rsi,15m,500,2/14/2022 6:45,2/14/2022 6:45,0,0.992,0.999,0.705645161,TRUE,0.999,0.991,24305.6,23.31261249,0.089222712,0.201612903,24305.6,-69.88974442,-85.53666645,FALSE,0
662,a76e5e81-8d61-11ec-b09b-f4d1080d95a2,DARUSDT,rsi,15m,500,2/14/2022 6:45,2/14/2022 6:45,0,0.98155,0.98772,0.628597626,TRUE,0.98772,0.98155,45024,45.29023463,0.089222712,-0.041770669,45024,-69.88974442,-922.5923952,FALSE,0
660,a4633f82-8d61-11ec-a4d4-f4d1080d95a2,FIDAUSDT,rsi,15m,500,2/14/2022 6:45,2/14/2022 6:45,0,2.301,2.314,0.564971751,TRUE,2.314,2.3,56455.2,31.81672097,0.089222712,0.347674924,56455.2,-69.88974442,74.33115107,FALSE,0
663,a8369465-8d61-11ec-b3e9-f4d1080d95a2,RNDRUSDT,rsi,15m,500,2/14/2022 6:45,2/14/2022 6:45,0,2.628,2.646,0.684931507,TRUE,2.646,2.621,59123.34,54.21794791,0.089222712,-0.456621005,59123.34,-69.88974442,74.58272824,FALSE,0
666,b54ec722-8d61-11ec-bbab-f4d1080d95a2,NULSUSDT,rsi,15m,500,2/14/2022 6:45,2/14/2022 6:45,0,0.439,0.4413,0.523917995,TRUE,0.4413,0.4386,100954,49.84198481,0.089222712,-0.045558087,100954,-69.88974442,-775.0767676,FALSE,0
661,a4ce09e3-8d61-11ec-be11-f4d1080d95a2,ARPAUSDT,rsi,15m,500,2/14/2022 6:45,2/14/2022 6:45,0,0.08523,0.08577,0.633579725,TRUE,0.08577,0.08523,328296.9,36.86639413,0.089222712,-0.105596621,328296.9,-69.88974442,-81.40055541,FALSE,0
665,b08b5d08-8d61-11ec-96af-f4d1080d95a2,OXTUSDT,rsi,15m,500,2/14/2022 6:45,2/14/2022 6:45,0,0.2649,0.2664,0.566251416,TRUE,0.2664,0.2647,529043,39.53379406,0.089222712,0.60400151,529043,-69.88974442,64.90398701,FALSE,0
656,a279c737-8d61-11ec-a0ea-f4d1080d95a2,BETAUSDT,rsi,15m,500,2/14/2022 6:45,2/14/2022 6:45,0,0.55913,0.56193,0.500777994,TRUE,0.56193,0.5472,2034575,65.00370308,0.089222712,-1.876128986,2034575,-69.88974442,-7.89358957,FALSE,0
664,aeb583e7-8d61-11ec-9dd9-f4d1080d95a2,ONEUSDT,rsi,15m,500,2/14/2022 6:45,2/14/2022 6:45,0,0.17783,0.17873,0.506101333,TRUE,0.17873,0.1777,3596932.8,43.64793768,0.089222712,-0.073103526,3596932.8,-69.88974442,79.20772109,FALSE,0
669,bd3e5063-8d61-11ec-8fb5-f4d1080d95a2,HOTUSDT,rsi,15m,500,2/14/2022 6:45,2/14/2022 6:45,0,0.004674,0.004707,0.706033376,TRUE,0.004707,0.004674,13837679,37.56765765,0.089222712,0.106974754,13837679,-69.88974442,0.891551249,FALSE,0
407,a2fa2d02-8d48-11ec-b58e-f4d1080d95a2,QUICKUSDT,rsi,15m,500,2/14/2022 3:45,2/14/2022 12:45,0.375,192.8,193.8,0.518672199,TRUE,193.8,188.5,55.336,50.46554627,0.103368806,0.10373444,55.336,-67.67556448,-61.25487928,FALSE,0
412,71d307f9-8d4a-11ec-b304-f4d1080d95a2,ASRUSDT,rsi,15m,500,2/14/2022 3:45,2/14/2022 7:30,0.15625,3.179,3.205,0.817867254,TRUE,3.205,3.122,1217.4,55.28313626,0.103368806,-0.44039006,1217.4,-67.67556448,90.99720716,FALSE,0
405,9d9adecf-8d48-11ec-a9e2-f4d1080d95a2,FRONTUSDT,rsi,15m,500,2/14/2022 3:45,2/14/2022 12:30,0.364583333,0.4602,0.4629,0.586701434,TRUE,0.4629,0.4485,1513,39.51461194,0.103368806,0.065189048,1513,-67.67556448,-417.9775281,FALSE,0
410,922dec13-8d49-11ec-9b3a-f4d1080d95a2,OGUSDT,rsi,15m,500,2/14/2022 3:45,2/14/2022 6:00,0.09375,3.419,3.316,-3.012576777,TRUE,3.419,3.316,1845.1,53.37385871,0.103368806,-0.087744955,1845.1,-67.67556448,88.38545336,FALSE,0
387,7f08a4bf-8d48-11ec-a253-f4d1080d95a2,LTCUSDT,rsi,15m,500,2/14/2022 3:45,2/14/2022 6:45,0.125,123.4,124.1,0.56726094,TRUE,124.1,122.8,2712.627,41.76544831,0.103368806,0,2712.627,-67.67556448,-54.24837252,FALSE,0
396,8aea6852-8d48-11ec-aa88-f4d1080d95a2,UTKUSDT,rsi,15m,500,2/14/2022 3:45,2/14/2022 6:45,0.125,0.241,0.243,0.829875519,TRUE,0.243,0.2394,2762,51.41433128,0.103368806,0.041493776,2762,-67.67556448,-277.5162925,FALSE,0
394,8a0862e0-8d48-11ec-b776-f4d1080d95a2,FORTHUSDT,rsi,15m,500,2/14/2022 3:45,2/14/2022 3:45,0,6.95,7,0.71942446,TRUE,7,6.92,4082.32,47.13401685,0.103368806,-0.287769784,4082.32,-67.67556448,-15.31555586,FALSE,0
408,aba3b97d-8d48-11ec-b2d1-f4d1080d95a2,TOMOUSDT,rsi,15m,500,2/14/2022 3:45,2/14/2022 6:45,0.125,1.116,1.123,0.627240143,TRUE,1.123,1.102,7407.6,42.70140934,0.103368806,0,7407.6,-67.67556448,-6.53383012,FALSE,0
400,8e971015-8d48-11ec-bdc1-f4d1080d95a2,MBOXUSDT,rsi,15m,500,2/14/2022 3:45,2/14/2022 4:15,0.020833333,2.801,2.816,0.535523027,TRUE,2.816,2.801,11568.9,40.02691077,0.103368806,0.035701535,11568.9,-67.67556448,-111.3493936,FALSE,0
401,943e4b32-8d48-11ec-96df-f4d1080d95a2,KNCUSDT,rsi,15m,500,2/14/2022 3:45,2/14/2022 11:30,0.322916667,1.783,1.792,0.504767246,TRUE,1.792,1.752,16389.2,45.85868782,0.103368806,0.05608525,16389.2,-67.67556448,4.696385425,FALSE,0
403,9ad2e0b1-8d48-11ec-8dff-f4d1080d95a2,XTZUSDT,rsi,15m,500,2/14/2022 3:45,2/14/2022 8:00,0.177083333,3.802,3.822,0.526038927,TRUE,3.822,3.732,17237.7,44.95160759,0.103368806,0.157811678,17237.7,-67.67556448,-24.71965517,FALSE,0
389,7fcafa12-8d48-11ec-9432-f4d1080d95a2,SUSHIUSDT,rsi,15m,500,2/14/2022 3:45,2/14/2022 6:45,0.125,4.027,4.049,0.546312391,TRUE,4.049,3.992,28733.2,48.22330894,0.103368806,0.049664763,28733.2,-67.67556448,-32.2696393,FALSE,0
386,7e78042f-8d48-11ec-bc6b-f4d1080d95a2,OMGUSDT,rsi,15m,500,2/14/2022 3:45,2/14/2022 8:00,0.177083333,4.538,4.561,0.506831203,TRUE,4.561,4.48,48150.6,42.66913102,0.103368806,-0.044072279,48150.6,-67.67556448,-72.768979,FALSE,0
404,9b6c8014-8d48-11ec-808a-f4d1080d95a2,OCEANUSDT,rsi,15m,500,2/14/2022 3:45,2/14/2022 3:45,0,0.5481,0.551,0.529100529,TRUE,0.551,0.5476,52869,44.78466986,0.103368806,0.054734537,52869,-67.67556448,-146.2028788,FALSE,0
390,82a56d53-8d48-11ec-85c8-f4d1080d95a2,BLZUSDT,rsi,15m,500,2/14/2022 3:45,2/14/2022 8:00,0.177083333,0.1902,0.1913,0.578338591,TRUE,0.1913,0.1871,55884,32.99908355,0.103368806,0.052576236,55884,-67.67556448,-163.9073796,FALSE,0
397,8d1e8851-8d48-11ec-8edf-f4d1080d95a2,KAVAUSDT,rsi,15m,500,2/14/2022 3:45,2/14/2022 6:45,0.125,3.196,3.212,0.500625782,TRUE,3.212,3.165,92136.4,44.23221776,0.103368806,0.21902378,92136.4,-67.67556448,-26.30686678,FALSE,0
402,951aac78-8d48-11ec-9c8d-f4d1080d95a2,NUUSDT,rsi,15m,500,2/14/2022 3:45,2/14/2022 6:15,0.104166667,0.5061,0.5089,0.553250346,TRUE,0.5089,0.502,102907,45.4541406,0.103368806,0.21734835,102907,-67.67556448,-63.13370325,FALSE,0
409,fc958d3a-8d48-11ec-94f0-f4d1080d95a2,MBLUSDT,rsi,15m,500,2/14/2022 3:45,2/14/2022 5:00,0.052083333,0.006037,0.006071,0.563193639,TRUE,0.006071,0.006019,184839,42.46106288,0.103368806,0.248467782,184839,-67.67556448,-514.0479011,FALSE,0
384,7dbe03a0-8d48-11ec-a8aa-f4d1080d95a2,MANAUSDT,rsi,15m,500,2/14/2022 3:45,2/14/2022 4:30,0.03125,2.7535,2.7677,0.515707282,TRUE,2.7677,2.7418,212067,39.00163815,0.103368806,-0.029053931,212067,-67.67556448,7.556102552,FALSE,0
406,a1aaf86d-8d48-11ec-a984-f4d1080d95a2,RSRUSDT,rsi,15m,500,2/14/2022 3:45,2/14/2022 4:30,0.03125,0.01728,0.01737,0.520833333,TRUE,0.01737,0.01726,275691.6,38.06694163,0.103368806,0.05787037,275691.6,-67.67556448,-314.390355,FALSE,0
391,880ee713-8d48-11ec-ac9e-f4d1080d95a2,LINAUSDT,rsi,15m,500,2/14/2022 3:45,2/14/2022 4:30,0.03125,0.02368,0.0238,0.506756757,TRUE,0.0238,0.02363,843669.03,40.15367158,0.103368806,-0.211148649,843669.03,-67.67556448,-261.2145061,FALSE,0
399,8df4fc08-8d48-11ec-a2b9-f4d1080d95a2,MFTUSDT,rsi,15m,500,2/14/2022 3:45,2/14/2022 3:45,0,0.006666,0.006708,0.630063006,TRUE,0.006708,0.006653,1124173,46.98564346,0.103368806,0.150015002,1124173,-67.67556448,60.27488652,FALSE,0
398,8d925de8-8d48-11ec-ab01-f4d1080d95a2,CELRUSDT,rsi,15m,500,2/14/2022 3:45,2/14/2022 7:00,0.135416667,0.0469,0.04714,0.511727079,TRUE,0.04714,0.04625,1420627.7,39.92107368,0.103368806,0.042643923,1420627.7,-67.67556448,-20.11240524,FALSE,0
395,8a86d5e1-8d48-11ec-891d-f4d1080d95a2,REEFUSDT,rsi,15m,500,2/14/2022 3:45,2/14/2022 7:00,0.135416667,0.01104,0.01112,0.724637681,TRUE,0.01112,0.01085,3084070,46.21390495,0.103368806,0.362318841,3084070,-67.67556448,17.90971022,FALSE,0
392,8953d4ac-8d48-11ec-8956-f4d1080d95a2,JASMYUSDT,rsi,15m,500,2/14/2022 3:45,2/14/2022 4:15,0.020833333,0.0293,0.0295,0.682593857,TRUE,0.0295,0.029,3993936.9,31.33184674,0.103368806,0,3993936.9,-67.67556448,-86.77847164,FALSE,0
385,7e1dfd12-8d48-11ec-a34e-f4d1080d95a2,WAXPUSDT,rsi,15m,500,2/14/2022 3:45,2/14/2022 3:45,0,0.3436,0.3467,0.902211874,TRUE,0.3467,0.3385,5108456,72.80129343,0.103368806,-0.814901048,5108456,-67.67556448,48.76694641,FALSE,0
393,89ad1b64-8d48-11ec-9644-f4d1080d95a2,JSTUSDT,rsi,15m,500,2/14/2022 3:45,2/14/2022 4:00,0.010416667,0.04854,0.0488,0.535640709,TRUE,0.0488,0.04854,5112252.3,35.08580199,0.103368806,-0.082406263,5112252.3,-67.67556448,-69.71965175,FALSE,0
388,7f593bf1-8d48-11ec-b7d3-f4d1080d95a2,XRPUSDT,rsi,15m,500,2/14/2022 3:45,2/14/2022 5:00,0.052083333,0.7915,0.7955,0.505369551,TRUE,0.7955,0.7884,5396824,40.20560818,0.103368806,-0.037902716,5396824,-67.67556448,47.80294855,FALSE,0
618,f80be572-8d59-11ec-abf6-f4d1080d95a2,BADGERUSDT,rsi,15m,500,2/14/2022 5:45,2/14/2022 7:00,0.052083333,10.74,10.8,0.558659218,TRUE,10.8,10.71,127.7,46.56915267,-0.145187226,0,127.7,-64.87949823,-83.53171496,FALSE,0
609,464777bc-8d59-11ec-a461-f4d1080d95a2,TORNUSDT,rsi,15m,500,2/14/2022 5:45,2/14/2022 7:45,0.083333333,22.79,22.91,0.526546731,TRUE,22.91,22.65,130.73,40.00892873,-0.145187226,-0.087757789,130.73,-64.87949823,11.46638109,FALSE,0
593,33ea4133-8d57-11ec-9a3f-f4d1080d95a2,ENSUSDT,rsi,15m,500,2/14/2022 5:30,2/14/2022 6:45,0.052083333,16.48,16.57,0.546116505,TRUE,16.57,16.24,3260.11,47.04513574,-0.145187226,0.060679612,3260.11,-64.87949823,52.94085169,FALSE,0
673,17a8b424-8d62-11ec-9603-f4d1080d95a2,RIFUSDT,rsi,15m,500,2/14/2022 6:45,2/14/2022 7:30,0.03125,0.1607,0.1616,0.560049782,TRUE,0.1616,0.1606,3444,47.98249673,-0.145187226,-0.124455507,3444,-64.87949823,13.58885017,FALSE,0
602,dccea2ae-8d57-11ec-bf8c-f4d1080d95a2,POWRUSDT,rsi,15m,500,2/14/2022 5:30,2/14/2022 7:00,0.0625,0.5545,0.5575,0.541027953,TRUE,0.5575,0.5496,4572,41.90908274,-0.145187226,-0.07213706,4572,-64.87949823,-4.265091864,FALSE,0
597,501eb9fe-8d57-11ec-9622-f4d1080d95a2,RNDRUSDT,rsi,15m,500,2/14/2022 5:30,2/14/2022 5:45,0.010416667,2.633,2.651,0.683630839,TRUE,2.651,2.629,7999.96,58.64825946,-0.145187226,0.151917964,7999.96,-64.87949823,-34.26679633,FALSE,0
600,63d63e13-8d57-11ec-8ce9-f4d1080d95a2,VIDTUSDT,rsi,15m,500,2/14/2022 5:30,2/14/2022 6:15,0.03125,0.4818,0.4848,0.622665006,TRUE,0.4848,0.477,13106.7,44.90914171,-0.145187226,-0.207555002,13106.7,-64.87949823,-264.546377,FALSE,0
598,53e801ac-8d57-11ec-a7fe-f4d1080d95a2,GXSUSDT,rsi,15m,500,2/14/2022 5:30,2/14/2022 5:30,0,1.5388,1.5466,0.506888485,TRUE,1.5466,1.5334,16507,48.60899,-0.145187226,0.045489992,16507,-64.87949823,-36.18464894,FALSE,0
601,647a6298-8d57-11ec-a52e-f4d1080d95a2,RAMPUSDT,rsi,15m,500,2/14/2022 5:30,2/14/2022 7:00,0.0625,0.1096,0.1103,0.638686131,TRUE,0.1103,0.109,21422,36.65009834,-0.145187226,-0.182481752,21422,-64.87949823,75.07235552,FALSE,0
594,35051b66-8d57-11ec-ab63-f4d1080d95a2,BANDUSDT,rsi,15m,500,2/14/2022 5:30,2/14/2022 5:45,0.010416667,4.235,4.261,0.613931523,TRUE,4.261,4.222,43368.8,72.38273468,-0.145187226,-0.141676505,43368.8,-64.87949823,33.18791389,FALSE,0
591,2884a0b7-8d57-11ec-8780-f4d1080d95a2,WINGUSDT,rsi,15m,500,2/14/2022 5:30,2/14/2022 5:30,0,10.56,10.64,0.757575758,TRUE,10.64,10.3,57774.06,66.62819487,-0.145187226,-0.473484848,57774.06,-64.87949823,32.67239657,FALSE,0
599,5c4d5dd3-8d57-11ec-8467-f4d1080d95a2,NBSUSDT,rsi,15m,500,2/14/2022 5:30,2/14/2022 5:45,0.010416667,0.0117,0.01177,0.598290598,TRUE,0.01177,0.01166,78100.1,52.63168216,-0.145187226,0.085470085,78100.1,-64.87949823,-1264.077127,FALSE,0
590,2826c38b-8d57-11ec-85b5-f4d1080d95a2,FTMUSDT,rsi,15m,500,2/14/2022 5:30,2/14/2022 6:45,0.052083333,1.8542,1.864,0.528529824,TRUE,1.864,1.8365,243783,45.38512074,-0.145187226,-0.118649552,243783,-64.87949823,-41.41059877,FALSE,0
596,487780ba-8d57-11ec-8a8e-f4d1080d95a2,SKLUSDT,rsi,15m,500,2/14/2022 5:30,2/14/2022 8:00,0.104166667,0.1439,0.1447,0.555941626,TRUE,0.1447,0.1398,347765,40.73505194,-0.145187226,-0.069492703,347765,-64.87949823,2.851638319,FALSE,0
595,36dacddb-8d57-11ec-ac7e-f4d1080d95a2,VTHOUSDT,rsi,15m,500,2/14/2022 5:30,2/14/2022 6:45,0.052083333,0.003847,0.00387,0.597868469,TRUE,0.00387,0.003814,813668,46.51983244,-0.145187226,-0.103977125,813668,-64.87949823,4.08753939,FALSE,0
592,2c26080c-8d57-11ec-b015-f4d1080d95a2,JASMYUSDT,rsi,15m,500,2/14/2022 5:30,2/14/2022 5:45,0.010416667,0.0298,0.03,0.67114094,TRUE,0.03,0.0296,5166748.1,46.96560621,-0.145187226,0.33557047,5166748.1,-64.87949823,51.41410126,FALSE,0
558,52f9219e-8d53-11ec-88e2-f4d1080d95a2,REPUSDT,rsi,15m,500,2/14/2022 5:00,2/14/2022 12:30,0.3125,13.82,13.89,0.506512301,TRUE,13.89,13.71,57.46,47.24268428,-0.012350289,-0.0723589,57.46,-62.7688509,-49.86077271,FALSE,0
533,f0d46eda-8d50-11ec-8d27-f4d1080d95a2,MOVRUSDT,rsi,15m,500,2/14/2022 4:45,2/14/2022 8:00,0.135416667,82,82.5,0.609756098,TRUE,82.5,81,109.795,47.71619667,-0.012350289,0.365853659,109.795,-62.7688509,-77.55635503,FALSE,0
536,fd06ca47-8d50-11ec-9887-f4d1080d95a2,GHSTUSDT,rsi,15m,500,2/14/2022 4:45,2/14/2022 8:00,0.135416667,2.023,2.037,0.692041522,TRUE,2.037,2.013,916.1,53.43835548,-0.012350289,0,916.1,-62.7688509,-6.200196485,FALSE,0
534,f2cf8b6c-8d50-11ec-b0a3-f4d1080d95a2,PYRUSDT,rsi,15m,500,2/14/2022 4:45,2/14/2022 6:30,0.072916667,11.61,11.67,0.516795866,TRUE,11.67,11.5,1950.18,41.85878855,-0.012350289,-0.172265289,1950.18,-62.7688509,-153.0536156,FALSE,0
541,2fc2a8ca-8d51-11ec-b095-f4d1080d95a2,AUCTIONUSDT,rsi,15m,500,2/14/2022 4:45,2/14/2022 12:00,0.302083333,15.48,15.01,-3.036175711,TRUE,15.54,15.01,3677.76,54.98994702,-0.012350289,-0.581395349,3677.76,-62.7688509,36.0110502,TRUE,0
532,edd2d203-8d50-11ec-a5ea-f4d1080d95a2,HIVEUSDT,rsi,15m,500,2/14/2022 4:45,2/14/2022 13:30,0.364583333,1.0415,1.0499,0.806529045,TRUE,1.0499,1.0174,4072,50.25842234,-0.012350289,-0.019203072,4072,-62.7688509,-20.2848723,FALSE,0
540,116d6269-8d51-11ec-9153-f4d1080d95a2,UNFIUSDT,rsi,15m,500,2/14/2022 4:45,2/14/2022 7:00,0.09375,4.963,4.988,0.503727584,TRUE,4.988,4.879,4152.6,52.09124104,-0.012350289,-0.06044731,4152.6,-62.7688509,-16.6449935,FALSE,0
530,e09d6120-8d50-11ec-8d75-f4d1080d95a2,SYSUSDT,rsi,15m,500,2/14/2022 4:45,2/14/2022 9:00,0.177083333,0.8062,0.782,-3.001736542,TRUE,0.8062,0.782,32009,56.95483812,-0.012350289,-0.09923096,32009,-62.7688509,-1.177793746,FALSE,0
538,03386489-8d51-11ec-9283-f4d1080d95a2,IDEXUSDT,rsi,15m,500,2/14/2022 4:45,2/14/2022 5:00,0.010416667,0.18523,0.18676,0.826000108,TRUE,0.18676,0.1838,84959.2,53.72542608,-0.012350289,-0.178156886,84959.2,-62.7688509,-90.07547152,FALSE,0
529,dee12388-8d50-11ec-842f-f4d1080d95a2,ONEUSDT,rsi,15m,500,2/14/2022 4:45,2/14/2022 5:00,0.010416667,0.179,0.1799,0.502793296,TRUE,0.1799,0.17828,790621.2,47.13838595,-0.012350289,0.122905028,790621.2,-62.7688509,-53.83406112,FALSE,0
531,e13229c0-8d50-11ec-a7ba-f4d1080d95a2,ROSEUSDT,rsi,15m,500,2/14/2022 4:45,2/14/2022 7:00,0.09375,0.28388,0.28532,0.507256587,TRUE,0.28532,0.27887,797221.7,42.6556746,-0.012350289,0.137381992,797221.7,-62.7688509,18.67454185,FALSE,0
539,0689e569-8d51-11ec-8f03-f4d1080d95a2,QIUSDT,rsi,15m,500,2/14/2022 4:45,2/14/2022 6:45,0.083333333,0.0584,0.0588,0.684931507,TRUE,0.0588,0.0577,1043005,43.49695168,-0.012350289,0,1043005,-62.7688509,84.09758342,FALSE,0
932,a5bfbef1-8d76-11ec-a3b1-f4d1080d95a2,DEXEUSDT,rsi,15m,500,2/14/2022 9:15,2/14/2022 12:15,0.125,7.34,7.11,-3.133514986,TRUE,7.34,7.11,136.37,60.09288559,0.01519981,0,136.37,-50.01099377,-5743.631297,FALSE,0
941,b23a645e-8d76-11ec-918e-f4d1080d95a2,QNTUSDT,rsi,15m,500,2/14/2022 9:15,2/14/2022 12:30,0.135416667,118.8,120,1.01010101,TRUE,120,116.9,584.209,47.10950419,0.01519981,-0.168350168,584.209,-50.01099377,-118.3237506,FALSE,0
942,b349e23c-8d76-11ec-913e-f4d1080d95a2,XVSUSDT,rsi,15m,500,2/14/2022 9:15,2/14/2022 9:30,0.010416667,8.67,8.72,0.576701269,TRUE,8.72,8.67,1759.19,47.41919362,0.01519981,-0.115340254,1759.19,-50.01099377,-50.83191696,FALSE,0
938,ac97ce5c-8d76-11ec-8a14-f4d1080d95a2,JUVUSDT,rsi,15m,500,2/14/2022 9:15,2/14/2022 9:15,0,6.68,6.72,0.598802395,TRUE,6.72,6.68,1936.5,41.13927059,0.01519981,0.598802395,1936.5,-50.01099377,-12.38264911,FALSE,0
930,a4ec1ee0-8d76-11ec-942c-f4d1080d95a2,HNTUSDT,rsi,15m,500,2/14/2022 9:15,2/14/2022 9:15,0,24.26,24.39,0.5358615,TRUE,24.39,24.25,3112.08,36.37203885,0.01519981,0.041220115,3112.08,-50.01099377,-141.1914218,FALSE,0
944,c354258c-8d76-11ec-a561-f4d1080d95a2,LAZIOUSDT,rsi,15m,500,2/14/2022 9:15,2/14/2022 10:00,0.03125,3.5363,3.591,1.546814467,TRUE,3.591,3.5321,3132.1,51.36030083,0.01519981,-0.039589401,3132.1,-50.01099377,-443.5468216,TRUE,0
920,97923acd-8d76-11ec-9da7-f4d1080d95a2,BNBUSDT,rsi,15m,500,2/14/2022 9:15,2/14/2022 11:00,0.072916667,393.8,395.8,0.507872016,TRUE,395.8,393.1,4604.832,47.06749933,0.01519981,-0.076180802,4604.832,-50.01099377,46.78741809,FALSE,0
949,f4e2c9cd-8d76-11ec-aff8-f4d1080d95a2,PUNDIXUSDT,rsi,15m,500,2/14/2022 9:15,2/14/2022 12:45,0.145833333,0.784,0.789,0.637755102,TRUE,0.789,0.78,8761.9,42.42774389,0.01519981,-0.12755102,8761.9,-50.01099377,61.86671841,FALSE,0
948,ef7c5c33-8d76-11ec-8cec-f4d1080d95a2,VIDTUSDT,rsi,15m,500,2/14/2022 9:15,2/14/2022 9:30,0.010416667,0.4823,0.4852,0.601285507,TRUE,0.4852,0.4806,9495.1,46.0726393,0.01519981,0.124403898,9495.1,-50.01099377,-51.53816179,FALSE,0
935,a7768445-8d76-11ec-adb1-f4d1080d95a2,MINAUSDT,rsi,15m,500,2/14/2022 9:15,2/14/2022 9:15,0,2.347,2.362,0.639113762,TRUE,2.362,2.345,12581.6,47.58675583,0.01519981,0.127822752,12581.6,-50.01099377,-163.7462644,FALSE,0
931,a54c6993-8d76-11ec-9fea-f4d1080d95a2,RNDRUSDT,rsi,15m,500,2/14/2022 9:15,2/14/2022 9:30,0.010416667,2.622,2.642,0.762776506,TRUE,2.642,2.615,22470.8,45.85037612,0.01519981,0,22470.8,-50.01099377,15.7348648,FALSE,0
923,993c21ab-8d76-11ec-a239-f4d1080d95a2,ATOMUSDT,rsi,15m,500,2/14/2022 9:15,2/14/2022 9:15,0,26.02,26.16,0.538047656,TRUE,26.16,26.02,22922.66,50.06212776,0.01519981,0.038431975,22922.66,-50.01099377,29.72460439,FALSE,0
921,9838c041-8d76-11ec-8faa-f4d1080d95a2,MBOXUSDT,rsi,15m,500,2/14/2022 9:15,2/14/2022 9:15,0,2.798,2.813,0.536097212,TRUE,2.813,2.798,25448.4,43.78232255,0.01519981,-0.142959257,25448.4,-50.01099377,-7.72347181,FALSE,0
919,9732adb4-8d76-11ec-a81c-f4d1080d95a2,BONDUSDT,rsi,15m,500,2/14/2022 9:15,2/14/2022 9:15,0,10.57,10.25,-3.02743614,TRUE,10.57,10.25,34756.05,77.35181111,0.01519981,-0.283822138,34756.05,-50.01099377,-4.300517464,FALSE,0
933,a67493e5-8d76-11ec-b766-f4d1080d95a2,BAKEUSDT,rsi,15m,500,2/14/2022 9:15,2/14/2022 9:30,0.010416667,0.655,0.659,0.610687023,TRUE,0.659,0.655,49481.8,47.7308904,0.01519981,0,49481.8,-50.01099377,-9.735902898,FALSE,0
943,b5f9ab5e-8d76-11ec-9fd8-f4d1080d95a2,ATAUSDT,rsi,15m,500,2/14/2022 9:15,2/14/2022 9:30,0.010416667,0.4133,0.4155,0.532300992,TRUE,0.4155,0.4133,70476,42.99158361,0.01519981,0.072586499,70476,-50.01099377,-10.16658153,FALSE,0
926,9caf5873-8d76-11ec-a2bd-f4d1080d95a2,EOSUSDT,rsi,15m,500,2/14/2022 9:15,2/14/2022 9:15,0,2.321,2.333,0.517018526,TRUE,2.333,2.32,104544.9,38.28352362,0.01519981,-0.129254632,104544.9,-50.01099377,40.44099712,FALSE,0
947,dcaaf124-8d76-11ec-9968-f4d1080d95a2,MITHUSDT,rsi,15m,500,2/14/2022 9:15,2/14/2022 11:30,0.09375,0.03769,0.03789,0.530644733,TRUE,0.03789,0.03735,127104,49.62256301,0.01519981,-0.026532237,127104,-50.01099377,-84.92580879,FALSE,0
927,9d59a575-8d76-11ec-abc5-f4d1080d95a2,ALGOUSDT,rsi,15m,500,2/14/2022 9:15,2/14/2022 9:30,0.010416667,0.881,0.8855,0.510783201,TRUE,0.8855,0.8806,156481,42.56724281,0.01519981,-0.181611805,156481,-50.01099377,22.85772714,FALSE,0
925,9c49990b-8d76-11ec-aa56-f4d1080d95a2,BLZUSDT,rsi,15m,500,2/14/2022 9:15,2/14/2022 9:15,0,0.1883,0.1893,0.531067446,TRUE,0.1893,0.1883,223720,38.68620306,0.01519981,-0.212426978,223720,-50.01099377,15.35490792,FALSE,0
922,98b24448-8d76-11ec-99e6-f4d1080d95a2,WAXPUSDT,rsi,15m,500,2/14/2022 9:15,2/14/2022 10:15,0.041666667,0.3345,0.3362,0.508221226,TRUE,0.3362,0.3316,379976,47.71863127,0.01519981,-0.089686099,379976,-50.01099377,37.26419563,FALSE,0
